date,sector,exchange,averageChange
2025-09-17,Communication Services,NASDAQ,-0.2826121831242978
2025-09-16,Communication Services,NASDAQ,0.6031698471548053
2025-09-15,Communication Services,NASDAQ,1.385725648871139
2025-09-12,Communication Services,NASDAQ,0.20080552343448854
2025-09-11,Communication Services,NASDAQ,-1.0318237024119492
2025-09-10,Communication Services,NASDAQ,-1.1529059624115767
2025-09-09,Communication Services,NASDAQ,1.4547847852056206
2025-09-08,Communication Services,NASDAQ,-0.4016748512618351
2025-09-05,Communication Services,NASDAQ,0.22795855496255957
2025-09-04,Communication Services,NASDAQ,0.9045681036469411
2025-09-03,Communication Services,NASDAQ,0.9694426520998833
2025-09-02,Communication Services,NASDAQ,1.3423669676638106
2025-09-01,Communication Services,NASDAQ,-0.5450147430501207
2025-08-29,Communication Services,NASDAQ,-0.5449292241988646
2025-08-28,Communication Services,NASDAQ,1.08637539443599
2025-08-27,Communication Services,NASDAQ,-0.11775214170680615
2025-08-26,Communication Services,NASDAQ,0.31073236404082216
2025-08-25,Communication Services,NASDAQ,0.37554521064786517
2025-08-22,Communication Services,NASDAQ,1.3036801262726438
2025-08-21,Communication Services,NASDAQ,-0.511426597902942
2025-08-20,Communication Services,NASDAQ,-0.25235932805027783
2025-08-19,Communication Services,NASDAQ,-1.664256161643074
2025-08-18,Communication Services,NASDAQ,-0.42170323681258726
2025-08-15,Communication Services,NASDAQ,0.19610269885628195
2025-08-14,Communication Services,NASDAQ,0.7820355402458956
2025-08-13,Communication Services,NASDAQ,-1.4541140697972077
2025-08-12,Communication Services,NASDAQ,1.455118517782239
2025-08-11,Communication Services,NASDAQ,-0.196931214875673
2025-08-08,Communication Services,NASDAQ,1.3658805282402042
2025-08-07,Communication Services,NASDAQ,-0.9043485257131278
2025-08-06,Communication Services,NASDAQ,0.8471397323147167
2025-08-05,Communication Services,NASDAQ,-1.4028631808347347
2025-08-04,Communication Services,NASDAQ,1.84464471078587
2025-08-01,Communication Services,NASDAQ,-0.9127815675687989
2025-07-31,Communication Services,NASDAQ,-0.9531666186139875
2025-07-30,Communication Services,NASDAQ,-0.47039488716857925
2025-07-29,Communication Services,NASDAQ,-1.3578203367930253
2025-07-28,Communication Services,NASDAQ,-0.14798018837616222
2025-07-25,Communication Services,NASDAQ,-0.2075881111201605
2025-07-24,Communication Services,NASDAQ,-0.6379709075717055
2025-07-23,Communication Services,NASDAQ,0.10470203986145954
2025-07-22,Communication Services,NASDAQ,-1.6711366881307366
2025-07-21,Communication Services,NASDAQ,1.4391850613294066
2025-07-18,Communication Services,NASDAQ,-0.6196008002593456
2025-07-17,Communication Services,NASDAQ,0.395126700888615
2025-07-16,Communication Services,NASDAQ,-1.0279625297884065
2025-07-15,Communication Services,NASDAQ,-1.1305102873588102
2025-07-14,Communication Services,NASDAQ,0.7028117556732827
2025-07-11,Communication Services,NASDAQ,-0.2957965402988094
2025-07-10,Communication Services,NASDAQ,-0.9714167341321689
2025-07-09,Communication Services,NASDAQ,1.1219113167078243
2025-07-08,Communication Services,NASDAQ,-0.7738136981053856
2025-07-07,Communication Services,NASDAQ,-0.25606463103162724
2025-07-04,Communication Services,NASDAQ,-0.30205674221733814
2025-07-03,Communication Services,NASDAQ,0.0659083357236856
2025-07-02,Communication Services,NASDAQ,-0.1342101356449632
2025-07-01,Communication Services,NASDAQ,-2.1525458705191403
2025-06-30,Communication Services,NASDAQ,-0.5044949238110386
2025-06-27,Communication Services,NASDAQ,1.3663858199084
2025-06-26,Communication Services,NASDAQ,1.568692790087911
2025-06-25,Communication Services,NASDAQ,-0.3659194398858978
2025-06-24,Communication Services,NASDAQ,1.0081001299789172
2025-06-23,Communication Services,NASDAQ,1.4912703895042512
2025-06-20,Communication Services,NASDAQ,-2.0535512260959288
2025-06-19,Communication Services,NASDAQ,-0.5815289863758455
2025-06-18,Communication Services,NASDAQ,-0.5815845583388435
2025-06-17,Communication Services,NASDAQ,-0.33866679544993783
2025-06-16,Communication Services,NASDAQ,0.7218158522097173
2025-06-13,Communication Services,NASDAQ,-0.0001663184297839848
2025-06-12,Communication Services,NASDAQ,-0.19823191327896783
2025-06-11,Communication Services,NASDAQ,-0.46282549752558744
2025-06-10,Communication Services,NASDAQ,-0.1825451593639671
2025-06-09,Communication Services,NASDAQ,-0.5643213624003995
2025-06-06,Communication Services,NASDAQ,-0.044790375064340804
2025-06-05,Communication Services,NASDAQ,-0.3103182765110013
2025-06-04,Communication Services,NASDAQ,1.973247193863581
2025-06-03,Communication Services,NASDAQ,-0.4470879584385634
2025-06-02,Communication Services,NASDAQ,2.645688042247718
2025-05-30,Communication Services,NASDAQ,0.6866115925321159
2025-05-29,Communication Services,NASDAQ,-1.3366722787515495
2025-05-28,Communication Services,NASDAQ,-0.09598030236021016
2025-05-27,Communication Services,NASDAQ,1.1779456705573788
2025-05-26,Communication Services,NASDAQ,0.2767666995470375
2025-05-23,Communication Services,NASDAQ,0.31844537884453405
2025-05-22,Communication Services,NASDAQ,-0.07156458519932407
2025-05-21,Communication Services,NASDAQ,0.960992588541143
2025-05-20,Communication Services,NASDAQ,-0.03565739265352086
2025-05-19,Communication Services,NASDAQ,1.6038173893351937
2025-05-16,Communication Services,NASDAQ,0.09598925729070729
2025-05-15,Communication Services,NASDAQ,-0.1852708495910793
2025-05-14,Communication Services,NASDAQ,0.9042187016139236
2025-05-13,Communication Services,NASDAQ,1.544914272418807
2025-05-12,Communication Services,NASDAQ,0.4186837287508016
2025-05-09,Communication Services,NASDAQ,-1.2151593235357527
2025-05-08,Communication Services,NASDAQ,-1.2106670432305067
2025-05-07,Communication Services,NASDAQ,-0.28878008669802613
2025-05-06,Communication Services,NASDAQ,0.04026306305331406
2025-05-05,Communication Services,NASDAQ,1.9569435895398835
2025-05-02,Communication Services,NASDAQ,1.7044500471419477
2025-05-01,Communication Services,NASDAQ,-1.157531414871571
2025-04-30,Communication Services,NASDAQ,1.5686079729279045
2025-04-29,Communication Services,NASDAQ,1.4644440029751404
2025-04-28,Communication Services,NASDAQ,-0.29829219937168583
2025-04-25,Communication Services,NASDAQ,-0.33831200800954475
2025-04-24,Communication Services,NASDAQ,3.152449524389933
2025-04-23,Communication Services,NASDAQ,-0.5708300009416356
2025-04-22,Communication Services,NASDAQ,2.2800364039615717
2025-04-21,Communication Services,NASDAQ,-8.491213140355791
2025-04-18,Communication Services,NASDAQ,-0.4924106505942438
2025-04-17,Communication Services,NASDAQ,-0.49245774545206844
2025-04-16,Communication Services,NASDAQ,-1.0862195676145658
2025-04-15,Communication Services,NASDAQ,-0.49673629034168165
2025-04-14,Communication Services,NASDAQ,-2.2249293127866276
2025-04-11,Communication Services,NASDAQ,-2.7420884245280552
2025-04-10,Communication Services,NASDAQ,-3.3210443896154906
2025-04-09,Communication Services,NASDAQ,12.500220960951314
2025-04-08,Communication Services,NASDAQ,-5.1498396090476355
2025-04-07,Communication Services,NASDAQ,5.1336445071218595
2025-04-04,Communication Services,NASDAQ,-2.164572604897441
2025-04-03,Communication Services,NASDAQ,-0.9795782500606309
2025-04-02,Communication Services,NASDAQ,1.376043596439458
2025-04-01,Communication Services,NASDAQ,1.8508946005610039
2025-03-31,Communication Services,NASDAQ,1.792559303601693
2025-03-28,Communication Services,NASDAQ,-3.826607784849989
2025-03-27,Communication Services,NASDAQ,-0.010923095349368861
2025-03-26,Communication Services,NASDAQ,-2.053435684175242
2025-03-25,Communication Services,NASDAQ,0.6103240897274764
2025-03-24,Communication Services,NASDAQ,0.5347420067751463
2025-03-21,Communication Services,NASDAQ,1.9456939810208906
2025-03-20,Communication Services,NASDAQ,0.47283529560115944
2025-03-19,Communication Services,NASDAQ,0.7765981381674614
2025-03-18,Communication Services,NASDAQ,-2.1480524084817487
2025-03-17,Communication Services,NASDAQ,0.09215108903843916
2025-03-14,Communication Services,NASDAQ,1.1119815706112313
2025-03-13,Communication Services,NASDAQ,-3.477142562877089
2025-03-12,Communication Services,NASDAQ,-0.6639253915625365
2025-03-11,Communication Services,NASDAQ,1.451047569208952
2025-03-10,Communication Services,NASDAQ,-1.400793413446788
2025-03-07,Communication Services,NASDAQ,0.24690697042522025
2026-05-01,Consumer Cyclical,NASDAQ,1.4721379830131998
2026-04-30,Consumer Cyclical,NASDAQ,-0.3095162366705817
2026-04-29,Consumer Cyclical,NASDAQ,0.778978154565424
2026-04-28,Consumer Cyclical,NASDAQ,-0.0954380286608214
2026-04-27,Consumer Cyclical,NASDAQ,0.13710925902801208
2026-04-24,Consumer Cyclical,NASDAQ,1.103579405314603
2026-04-23,Consumer Cyclical,NASDAQ,-0.48381425031982506
2026-04-22,Consumer Cyclical,NASDAQ,0.22212093160194346
2026-04-21,Consumer Cyclical,NASDAQ,-1.633558380029243
2026-04-20,Consumer Cyclical,NASDAQ,-0.8569886798464599
2026-04-17,Consumer Cyclical,NASDAQ,-0.12096118182188809
2026-04-16,Consumer Cyclical,NASDAQ,-0.5975973275025304
2026-04-15,Consumer Cyclical,NASDAQ,2.3585859269777076
2026-04-14,Consumer Cyclical,NASDAQ,2.0028108943892953
2026-04-13,Consumer Cyclical,NASDAQ,1.3489287698519759
2026-04-10,Consumer Cyclical,NASDAQ,0.4477429551536405
2026-04-09,Consumer Cyclical,NASDAQ,1.8760199420103651
2026-04-08,Consumer Cyclical,NASDAQ,-2.710584905642499
2026-04-07,Consumer Cyclical,NASDAQ,0.49594480198162927
2026-04-06,Consumer Cyclical,NASDAQ,-0.12771571961558426
2026-04-03,Consumer Cyclical,NASDAQ,0.853502567791331
2026-04-02,Consumer Cyclical,NASDAQ,0.8535045476210312
2026-04-01,Consumer Cyclical,NASDAQ,-0.07957932321226435
2026-03-31,Consumer Cyclical,NASDAQ,2.315339530761662
2026-03-30,Consumer Cyclical,NASDAQ,-0.425722630633818
2026-03-27,Consumer Cyclical,NASDAQ,-2.708459695424148
2026-03-26,Consumer Cyclical,NASDAQ,-1.170234462969888
2026-03-25,Consumer Cyclical,NASDAQ,-0.6715109305342359
2026-03-24,Consumer Cyclical,NASDAQ,-0.24544584426939853
2026-03-23,Consumer Cyclical,NASDAQ,0.5103005579875308
2026-03-20,Consumer Cyclical,NASDAQ,-1.0157117288530082
2026-03-19,Consumer Cyclical,NASDAQ,-0.787889496891947
2026-03-18,Consumer Cyclical,NASDAQ,-1.3609686872086968
2026-03-17,Consumer Cyclical,NASDAQ,0.8794900367286917
2026-03-16,Consumer Cyclical,NASDAQ,0.7521817100863082
2026-03-13,Consumer Cyclical,NASDAQ,-1.0349231038277118
2026-03-12,Consumer Cyclical,NASDAQ,-1.485071712754149
2026-03-11,Consumer Cyclical,NASDAQ,-0.36482467725037493
2026-03-10,Consumer Cyclical,NASDAQ,-0.6051842762861082
2026-03-09,Consumer Cyclical,NASDAQ,1.0681093588848611
2026-03-06,Consumer Cyclical,NASDAQ,0.10122832139027871
2026-03-05,Consumer Cyclical,NASDAQ,1.4332435540261645
2026-03-04,Consumer Cyclical,NASDAQ,2.275175521012307
2026-03-03,Consumer Cyclical,NASDAQ,0.9676240103976719
2026-03-02,Consumer Cyclical,NASDAQ,2.7912771438717288
2026-02-27,Consumer Cyclical,NASDAQ,0.7515952530038117
2026-02-26,Consumer Cyclical,NASDAQ,-0.4335175408729963
2026-02-25,Consumer Cyclical,NASDAQ,1.040135753757787
2026-02-24,Consumer Cyclical,NASDAQ,2.534960416569687
2026-02-23,Consumer Cyclical,NASDAQ,-2.8188196259843923
2026-02-20,Consumer Cyclical,NASDAQ,1.4137953781527157
2026-02-19,Consumer Cyclical,NASDAQ,-0.09415888128484484
2026-02-18,Consumer Cyclical,NASDAQ,1.6271563885231766
2026-02-17,Consumer Cyclical,NASDAQ,0.3276620863367663
2026-02-16,Consumer Cyclical,NASDAQ,0.2989076592532003
2026-02-13,Consumer Cyclical,NASDAQ,0.2982031346904668
2026-02-12,Consumer Cyclical,NASDAQ,-2.87626881529639
2026-02-11,Consumer Cyclical,NASDAQ,-0.18855782291754553
2026-02-10,Consumer Cyclical,NASDAQ,0.7412829250814212
2026-02-09,Consumer Cyclical,NASDAQ,-0.27145156998246156
2026-02-06,Consumer Cyclical,NASDAQ,1.4816686533601908
2026-02-05,Consumer Cyclical,NASDAQ,-1.8110755774703113
2026-02-04,Consumer Cyclical,NASDAQ,-1.3084190983390864
2026-02-03,Consumer Cyclical,NASDAQ,-3.6935404825973794
2026-02-02,Consumer Cyclical,NASDAQ,1.2272857368374357
2026-01-30,Consumer Cyclical,NASDAQ,-0.6116151200866726
2026-01-29,Consumer Cyclical,NASDAQ,-1.4637177322689099
2026-01-28,Consumer Cyclical,NASDAQ,-1.159547144293016
2026-01-27,Consumer Cyclical,NASDAQ,0.7413949923704477
2026-01-26,Consumer Cyclical,NASDAQ,-0.42667306722130593
2026-01-23,Consumer Cyclical,NASDAQ,0.6637920795715013
2026-01-22,Consumer Cyclical,NASDAQ,0.6022930701621299
2026-01-21,Consumer Cyclical,NASDAQ,1.793536016295505
2026-01-20,Consumer Cyclical,NASDAQ,-0.8281944371205219
2026-01-19,Consumer Cyclical,NASDAQ,-0.7901754827235319
2026-01-16,Consumer Cyclical,NASDAQ,-0.7933935404183634
2026-01-15,Consumer Cyclical,NASDAQ,-0.3685096414895783
2026-01-14,Consumer Cyclical,NASDAQ,-0.8909445732752097
2026-01-13,Consumer Cyclical,NASDAQ,-1.0705209293142781
2026-01-12,Consumer Cyclical,NASDAQ,0.023904121413997892
2026-01-09,Consumer Cyclical,NASDAQ,1.2412728311704146
2026-01-08,Consumer Cyclical,NASDAQ,0.9027932107175118
2026-01-07,Consumer Cyclical,NASDAQ,0.6182702375922888
2026-01-06,Consumer Cyclical,NASDAQ,0.48683974208265646
2026-01-05,Consumer Cyclical,NASDAQ,1.7791996566328905
2026-01-02,Consumer Cyclical,NASDAQ,-1.9142523540731204
2026-01-01,Consumer Cyclical,NASDAQ,-1.0478089952141834
2025-12-31,Consumer Cyclical,NASDAQ,-1.047888656338014
2025-12-30,Consumer Cyclical,NASDAQ,-0.13876552043016188
2025-12-29,Consumer Cyclical,NASDAQ,-0.3614520692427736
2025-12-26,Consumer Cyclical,NASDAQ,-0.46794682815229915
2025-12-25,Consumer Cyclical,NASDAQ,0.05748453426137612
2025-12-24,Consumer Cyclical,NASDAQ,0.05764209187018032
2025-12-23,Consumer Cyclical,NASDAQ,0.3369246991098862
2025-12-22,Consumer Cyclical,NASDAQ,-0.3181016911540824
2025-12-19,Consumer Cyclical,NASDAQ,0.1220333974693455
2025-12-18,Consumer Cyclical,NASDAQ,0.561886672399492
2025-12-17,Consumer Cyclical,NASDAQ,-2.208711693988341
2025-12-16,Consumer Cyclical,NASDAQ,0.9560637513483128
2025-12-15,Consumer Cyclical,NASDAQ,0.3412900472475
2025-12-12,Consumer Cyclical,NASDAQ,0.22744643154797295
2025-12-11,Consumer Cyclical,NASDAQ,0.09059932280890415
2025-12-10,Consumer Cyclical,NASDAQ,1.18677778932208
2025-12-09,Consumer Cyclical,NASDAQ,0.993067125713698
2025-12-08,Consumer Cyclical,NASDAQ,-0.8602756729993666
2025-12-05,Consumer Cyclical,NASDAQ,0.8610732976524815
2025-12-04,Consumer Cyclical,NASDAQ,-0.371896837221275
2025-12-03,Consumer Cyclical,NASDAQ,0.5057363980217611
2025-12-02,Consumer Cyclical,NASDAQ,1.6887317041524463
2025-12-01,Consumer Cyclical,NASDAQ,0.5702203884733192
2025-11-28,Consumer Cyclical,NASDAQ,0.4905625352616294
2025-11-27,Consumer Cyclical,NASDAQ,-0.07130751208336283
2025-11-26,Consumer Cyclical,NASDAQ,-0.07130566576384334
2025-11-25,Consumer Cyclical,NASDAQ,1.2284106927317406
2025-11-24,Consumer Cyclical,NASDAQ,1.8026519030451604
2025-11-21,Consumer Cyclical,NASDAQ,1.3738219886690661
2025-11-20,Consumer Cyclical,NASDAQ,-3.9845952815070085
2025-11-19,Consumer Cyclical,NASDAQ,-0.7346107399652912
2025-11-18,Consumer Cyclical,NASDAQ,-0.9385750608717158
2025-11-17,Consumer Cyclical,NASDAQ,-1.1304675740305803
2025-11-14,Consumer Cyclical,NASDAQ,1.0215260697410855
2025-11-13,Consumer Cyclical,NASDAQ,-2.868580474212601
2025-11-12,Consumer Cyclical,NASDAQ,-0.6365180714056895
2025-11-11,Consumer Cyclical,NASDAQ,0.6733972501970609
2025-11-10,Consumer Cyclical,NASDAQ,0.16989834633371892
2025-11-07,Consumer Cyclical,NASDAQ,0.07694453134552415
2025-11-06,Consumer Cyclical,NASDAQ,-2.1329886622258654
2025-11-05,Consumer Cyclical,NASDAQ,0.566178908788717
2025-11-04,Consumer Cyclical,NASDAQ,-0.5885519619370561
2025-11-03,Consumer Cyclical,NASDAQ,0.2713373361068694
2025-10-31,Consumer Cyclical,NASDAQ,-0.40557260098720294
2025-10-30,Consumer Cyclical,NASDAQ,-0.12357104117313167
2025-10-29,Consumer Cyclical,NASDAQ,-0.9991086311104125
2025-10-28,Consumer Cyclical,NASDAQ,-0.7338347609722295
2025-10-27,Consumer Cyclical,NASDAQ,0.7029820397580266
2025-10-24,Consumer Cyclical,NASDAQ,-0.5221275103603484
2025-10-23,Consumer Cyclical,NASDAQ,1.0196547632312924
2025-10-22,Consumer Cyclical,NASDAQ,-1.229921861070693
2025-10-21,Consumer Cyclical,NASDAQ,1.5082653757328757
2025-10-20,Consumer Cyclical,NASDAQ,1.0202553391817082
2025-10-17,Consumer Cyclical,NASDAQ,1.4890441574312963
2025-10-16,Consumer Cyclical,NASDAQ,-1.340463669434655
2025-10-15,Consumer Cyclical,NASDAQ,-2.1807339778426083
2025-10-14,Consumer Cyclical,NASDAQ,0.8808747544999829
2025-10-13,Consumer Cyclical,NASDAQ,1.4741977719126886
2025-10-10,Consumer Cyclical,NASDAQ,-3.230196564026988
2025-10-09,Consumer Cyclical,NASDAQ,1.635125532199866
2025-10-08,Consumer Cyclical,NASDAQ,-0.4092768693750637
2025-10-07,Consumer Cyclical,NASDAQ,-1.921630503144156
2025-10-06,Consumer Cyclical,NASDAQ,0.9450935816404993
2025-10-03,Consumer Cyclical,NASDAQ,-1.5201258551430286
2025-10-02,Consumer Cyclical,NASDAQ,-0.9218408527460475
2025-10-01,Consumer Cyclical,NASDAQ,0.5778107998103632
2025-09-30,Consumer Cyclical,NASDAQ,-0.9288157481780912
2025-09-29,Consumer Cyclical,NASDAQ,-0.61119559181394
2025-09-26,Consumer Cyclical,NASDAQ,0.5822678503506484
2025-09-25,Consumer Cyclical,NASDAQ,-0.526349637977408
2025-09-24,Consumer Cyclical,NASDAQ,0.33738416580439967
2025-09-23,Consumer Cyclical,NASDAQ,-0.6497980327107689
2025-09-22,Consumer Cyclical,NASDAQ,0.26936397911121457
2025-09-19,Consumer Cyclical,NASDAQ,-0.12969744736843758
2025-09-18,Consumer Cyclical,NASDAQ,-1.4353302433566806
2025-09-17,Consumer Cyclical,NASDAQ,1.0737730930424627
2025-09-16,Consumer Cyclical,NASDAQ,0.02266932841741287
2025-09-15,Consumer Cyclical,NASDAQ,-0.17560341756692743
2025-09-12,Consumer Cyclical,NASDAQ,0.9145581060963748
2025-09-11,Consumer Cyclical,NASDAQ,0.8654125618635655
2025-09-10,Consumer Cyclical,NASDAQ,-1.7072952142004105
2025-09-09,Consumer Cyclical,NASDAQ,0.2600855922322509
2025-09-08,Consumer Cyclical,NASDAQ,-0.02468524625515167
2025-09-05,Consumer Cyclical,NASDAQ,-0.864636351162229
2025-09-04,Consumer Cyclical,NASDAQ,0.9484729899424282
2025-09-03,Consumer Cyclical,NASDAQ,0.45862956017488354
2025-09-02,Consumer Cyclical,NASDAQ,-0.5645259157072369
2025-09-01,Consumer Cyclical,NASDAQ,-1.2177413307710494
2025-08-29,Consumer Cyclical,NASDAQ,-1.2173887058570032
2025-08-28,Consumer Cyclical,NASDAQ,0.5700603610948596
2025-08-27,Consumer Cyclical,NASDAQ,-0.2323412018527704
2025-08-26,Consumer Cyclical,NASDAQ,0.45740344917895026
2025-08-25,Consumer Cyclical,NASDAQ,0.3657830586217825
2025-08-22,Consumer Cyclical,NASDAQ,1.9599264480673728
2025-08-21,Consumer Cyclical,NASDAQ,0.5072672908863485
2025-08-20,Consumer Cyclical,NASDAQ,-0.2637060896838128
2025-08-19,Consumer Cyclical,NASDAQ,-0.3094784153448771
2025-08-18,Consumer Cyclical,NASDAQ,0.7615554920126888
2025-08-15,Consumer Cyclical,NASDAQ,-0.7021481216880732
2025-08-14,Consumer Cyclical,NASDAQ,0.4808375605566573
2025-08-13,Consumer Cyclical,NASDAQ,-0.24178252003795864
2025-08-12,Consumer Cyclical,NASDAQ,0.8023435627552145
2025-08-11,Consumer Cyclical,NASDAQ,-0.32305781996490035
2025-08-08,Consumer Cyclical,NASDAQ,0.24242140357257913
2025-08-07,Consumer Cyclical,NASDAQ,-0.651993665375461
2025-08-06,Consumer Cyclical,NASDAQ,1.322622111716032
2025-08-05,Consumer Cyclical,NASDAQ,0.09211764963337199
2025-08-04,Consumer Cyclical,NASDAQ,0.033671214127539706
2025-08-01,Consumer Cyclical,NASDAQ,-1.1840974268477633
2025-07-31,Consumer Cyclical,NASDAQ,-1.69252503770152
2025-07-30,Consumer Cyclical,NASDAQ,0.2800942480596591
2025-07-29,Consumer Cyclical,NASDAQ,-1.2570257523626172
2025-07-28,Consumer Cyclical,NASDAQ,0.46187635349352885
2025-07-25,Consumer Cyclical,NASDAQ,-0.28437604920699133
2025-07-24,Consumer Cyclical,NASDAQ,-0.6995728510390875
2025-07-23,Consumer Cyclical,NASDAQ,-0.1762509696910275
2025-07-22,Consumer Cyclical,NASDAQ,0.4118096109737124
2025-07-21,Consumer Cyclical,NASDAQ,0.05337395136884027
2025-07-18,Consumer Cyclical,NASDAQ,0.618768452346119
2025-07-17,Consumer Cyclical,NASDAQ,-0.10526410273061781
2025-07-16,Consumer Cyclical,NASDAQ,0.1447598573793174
2025-07-15,Consumer Cyclical,NASDAQ,-0.9582466971313819
2025-07-14,Consumer Cyclical,NASDAQ,0.5828517415330525
2025-07-11,Consumer Cyclical,NASDAQ,0.49706664087734165
2025-07-10,Consumer Cyclical,NASDAQ,0.2335677674005776
2025-07-09,Consumer Cyclical,NASDAQ,-0.7599774893608413
2025-07-08,Consumer Cyclical,NASDAQ,-1.2675171521698725
2025-07-07,Consumer Cyclical,NASDAQ,0.9543827734744159
2025-07-04,Consumer Cyclical,NASDAQ,0.23475741856404664
2025-07-03,Consumer Cyclical,NASDAQ,0.2881480390319435
2025-07-02,Consumer Cyclical,NASDAQ,-0.11221360904590805
2025-07-01,Consumer Cyclical,NASDAQ,-0.5734551918588959
2025-06-30,Consumer Cyclical,NASDAQ,0.18216125884644718
2025-06-27,Consumer Cyclical,NASDAQ,0.8656947028869322
2025-06-26,Consumer Cyclical,NASDAQ,0.26187319856552094
2025-06-25,Consumer Cyclical,NASDAQ,-0.862190090890913
2025-06-24,Consumer Cyclical,NASDAQ,0.2807468083860343
2025-06-23,Consumer Cyclical,NASDAQ,1.2070271734036186
2025-06-20,Consumer Cyclical,NASDAQ,-1.4243501945724435
2025-06-19,Consumer Cyclical,NASDAQ,-0.3591217972976679
2025-06-18,Consumer Cyclical,NASDAQ,-0.3591444269907762
2025-06-17,Consumer Cyclical,NASDAQ,-0.9825767742563496
2025-06-16,Consumer Cyclical,NASDAQ,1.0443006171540592
2025-06-13,Consumer Cyclical,NASDAQ,0.5086048870650117
2025-06-12,Consumer Cyclical,NASDAQ,-0.03274481650138439
2025-06-11,Consumer Cyclical,NASDAQ,-0.8691807982980304
2025-06-10,Consumer Cyclical,NASDAQ,0.04501677858632647
2025-06-09,Consumer Cyclical,NASDAQ,0.44585956414535666
2025-06-06,Consumer Cyclical,NASDAQ,-0.3143631069813746
2025-06-05,Consumer Cyclical,NASDAQ,-1.5336487320339653
2025-06-04,Consumer Cyclical,NASDAQ,-0.32814012599766684
2025-06-03,Consumer Cyclical,NASDAQ,-0.5789447989261287
2025-06-02,Consumer Cyclical,NASDAQ,0.602357121096353
2025-05-30,Consumer Cyclical,NASDAQ,-0.14134280132508392
2025-05-29,Consumer Cyclical,NASDAQ,-0.5928477910511321
2025-05-28,Consumer Cyclical,NASDAQ,-0.4147394978910368
2025-05-27,Consumer Cyclical,NASDAQ,1.9281863056648474
2025-05-26,Consumer Cyclical,NASDAQ,0.5179758168580184
2025-05-23,Consumer Cyclical,NASDAQ,0.5516217960229053
2025-05-22,Consumer Cyclical,NASDAQ,1.1526980903121986
2025-05-21,Consumer Cyclical,NASDAQ,-0.28146807188139666
2025-05-20,Consumer Cyclical,NASDAQ,-0.33116634844012616
2025-05-19,Consumer Cyclical,NASDAQ,1.7274524881079278
2025-05-16,Consumer Cyclical,NASDAQ,0.3052606630799204
2025-05-15,Consumer Cyclical,NASDAQ,0.4483444264537395
2025-05-14,Consumer Cyclical,NASDAQ,0.14572434351887154
2025-05-13,Consumer Cyclical,NASDAQ,1.349250913501976
2025-05-12,Consumer Cyclical,NASDAQ,-0.29115311674581257
2025-05-09,Consumer Cyclical,NASDAQ,-0.0686395815593488
2025-05-08,Consumer Cyclical,NASDAQ,-0.4280390570841175
2025-05-07,Consumer Cyclical,NASDAQ,0.8014276458332414
2025-05-06,Consumer Cyclical,NASDAQ,-0.1315040899793729
2025-05-05,Consumer Cyclical,NASDAQ,-0.599008662302225
2025-05-02,Consumer Cyclical,NASDAQ,0.04051390527841647
2025-05-01,Consumer Cyclical,NASDAQ,0.5461595733641023
2025-04-30,Consumer Cyclical,NASDAQ,4.417346165077385
2025-04-29,Consumer Cyclical,NASDAQ,1.7646551418818657
2025-04-28,Consumer Cyclical,NASDAQ,-0.43303672703070006
2025-04-25,Consumer Cyclical,NASDAQ,1.4991256515597406
2025-04-24,Consumer Cyclical,NASDAQ,2.500222492863946
2025-04-23,Consumer Cyclical,NASDAQ,-0.8304401415178186
2025-04-22,Consumer Cyclical,NASDAQ,2.339993602864565
2025-04-21,Consumer Cyclical,NASDAQ,-0.9603761006145684
2025-04-18,Consumer Cyclical,NASDAQ,-0.36849873844923
2025-04-17,Consumer Cyclical,NASDAQ,-0.36844351793243746
2025-04-16,Consumer Cyclical,NASDAQ,-1.0598407016518374
2025-04-15,Consumer Cyclical,NASDAQ,0.28092474112419996
2025-04-14,Consumer Cyclical,NASDAQ,-2.198701839903072
2025-04-11,Consumer Cyclical,NASDAQ,1.7317590630279822
2025-04-10,Consumer Cyclical,NASDAQ,-1.2060232546984073
2025-04-09,Consumer Cyclical,NASDAQ,11.899809801024519
2025-04-08,Consumer Cyclical,NASDAQ,-5.712074420106184
2025-04-07,Consumer Cyclical,NASDAQ,3.3843146879653174
2025-04-04,Consumer Cyclical,NASDAQ,-1.177735630312715
2025-04-03,Consumer Cyclical,NASDAQ,-0.14244290061027343
2025-04-02,Consumer Cyclical,NASDAQ,3.2983457466997823
2025-04-01,Consumer Cyclical,NASDAQ,1.6032791078879338
2025-03-31,Consumer Cyclical,NASDAQ,1.4040297124572554
2025-03-28,Consumer Cyclical,NASDAQ,-2.6451267002364554
2025-03-27,Consumer Cyclical,NASDAQ,0.5211202659759273
2025-03-26,Consumer Cyclical,NASDAQ,-1.7183021210979366
2025-03-25,Consumer Cyclical,NASDAQ,1.1754070525521465
2025-03-24,Consumer Cyclical,NASDAQ,1.869216774246385
2025-03-21,Consumer Cyclical,NASDAQ,2.243595903859985
2025-03-20,Consumer Cyclical,NASDAQ,0.6945828488947203
2025-03-19,Consumer Cyclical,NASDAQ,2.036291315614447
2025-03-18,Consumer Cyclical,NASDAQ,-1.5812979869542332
2025-03-17,Consumer Cyclical,NASDAQ,0.8577232700780701
2025-03-14,Consumer Cyclical,NASDAQ,1.242292337905293
2025-03-13,Consumer Cyclical,NASDAQ,-1.9919546904019647
